image,image_size,number_of_iter,duration_ms,render_output_image,total_duration_ms,mean,var,std
petal.png,20700,2,1712,false
petal.png,20700,2,1733,false
petal.png,20700,2,1751,false
petal.png,20700,2,1690,false
petal.png,,2,,,5174,2587,,
petal.png,20700,3,2720,false
petal.png,20700,3,2660,false
petal.png,20700,3,2998,false
petal.png,,3,,,8378,2792.666666666666666666666667,,
petal.png,20700,4,3410,false
petal.png,20700,4,3279,false
petal.png,20700,4,3213,false
petal.png,,4,,,9902,2475.5,,
glasses-large.png,136960,2,11655,false
glasses-large.png,136960,2,11767,false
glasses-large.png,136960,2,11683,false
glasses-large.png,,2,,,35105,17552.5,,
glasses-large.png,136960,3,17997,false
glasses-large.png,136960,3,18948,false
glasses-large.png,136960,3,18184,false
glasses-large.png,,3,,,55129,18376.33333333333333333333333,,
glasses-large.png,136960,4,23495,false
glasses-large.png,136960,4,23198,false
glasses-large.png,136960,4,23530,false
glasses-large.png,,4,,,70223,17555.75,,
rose.png,173280,2,15305,false
rose.png,173280,2,15504,false
rose.png,173280,2,15236,false
rose.png,,2,,,46045,23022.5,,
rose.png,173280,3,22335,false
rose.png,173280,3,23402,false
rose.png,173280,3,22485,false
rose.png,,3,,,68222,22740.66666666666666666666667,,
rose.png,173280,4,29484,false
rose.png,173280,4,32818,false
rose.png,173280,4,30572,false
rose.png,,4,,,92874,23218.5,,
glasses-crop.png,20808,2,1750,false
glasses-crop.png,20808,2,1965,false
glasses-crop.png,20808,2,1751,false
glasses-crop.png,,2,,,5466,2733,,
glasses-crop.png,20808,3,2515,false
glasses-crop.png,20808,3,2711,false
glasses-crop.png,20808,3,2541,false
glasses-crop.png,,3,,,7767,2589,,
glasses-crop.png,20808,4,3291,false
glasses-crop.png,20808,4,3338,false
glasses-crop.png,20808,4,3291,false
glasses-crop.png,,4,,,9920,2480,,
